Type name;Member type;Member name;Signature;Inherited;Documentation
ComponentExport.ComponentExportXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
ComponentExport.ComponentExportXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
ComponentExport.ComponentExportXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
ComponentExport.ComponentExportXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
ComponentExport.ComponentExportYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
ComponentExport.ComponentExportYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
ComponentExport.ComponentExportYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
ComponentExport.ComponentExportYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
ComponentExport.ComponentExportYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
ComponentExport.ComponentExportSources;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
ComponentExport.ComponentExportSources;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
ComponentExport.ComponentExportSources;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
ComponentExport.ComponentExportSources;Method;Clear;public void Clear();;Links attribute: Clear the list of links
ComponentExport.ComponentExportSources;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
ComponentExport.ComponentExportSources;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
ComponentExport.ComponentExportSources;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
ComponentExport.ComponentExportSources;Property;Count;int Count;;Links attribute: Get the links count
ComponentExport.ComponentExportGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Children attribute: Set from an array of script objects
ComponentExport.ComponentExportGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Children attribute: Set from an array of document objects
ComponentExport.ComponentExportGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Children attribute: Set from an array of objects (IDocObject type from unspecified version)
ComponentExport.ComponentExportGeometries;Method;GetEnumerator;public IEnumerator<App.Automation.SIM.FTGEnabledGeometry> GetEnumerator();;Children attribute: Get children enumeration
ComponentExport.ComponentExportGeometries;Method;Add;public void Add(App.Automation.SIM.FTGEnabledGeometry childObject);;Children attribute: Add an object to the children list
ComponentExport.ComponentExportGeometries;Method;Delete;public bool Delete(int index);;Children attribute: Delete a child object by index
ComponentExport.ComponentExportGeometries;Method;Clear;public void Clear();;Children attribute: Empty the list
ComponentExport.ComponentExportGeometries;Method;SelectAll;public void SelectAll();;Children attribute: Create children for all objects that are compatible with link selection.
ComponentExport.ComponentExportGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Children attribute: Get linked objects
ComponentExport.ComponentExportGeometries;Property;Count;int Count;;Children attribute: Get children count
ComponentExport.ComponentExportGeometries;Property;List;IReadOnlyCollection<App.Automation.SIM.FTGEnabledGeometry> List;;Children attribute: Get children collection
ComponentExport.ComponentExportGeometries;Property;Item;App.Automation.SIM.FTGEnabledGeometry Item;;Children attribute: Get child by index
ComponentImport;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.ComponentImport> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
ComponentImport;Static method;Find;public static App.Automation.SIM.ComponentImport Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
ComponentImport;Static method;Create;public static App.Automation.SIM.ComponentImport Create(object parent);;Create a new object of this type under the specified parent component
ComponentImport;Static method;Create;public static App.Automation.SIM.ComponentImport Create();;Create a new object in the active context
ComponentImport;Method;Clone;public App.Automation.SIM.ComponentImport Clone();;Create a copy of this object in the active context
ComponentImport;Method;CopyTo;public App.Automation.SIM.ComponentImport CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
ComponentImport;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
ComponentImport;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
ComponentImport;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
ComponentImport;Method;Delete;public bool Delete();Yes;Delete this object
ComponentImport;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
ComponentImport;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
ComponentImport;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
ComponentImport;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
ComponentImport;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
ComponentImport;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
ComponentImport;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
ComponentImport;Property;OriginPoint;App.Automation.SIM.ComponentImport.ComponentImportOriginPoint OriginPoint;;Link attribute
ComponentImport;Property;XDirection;App.Automation.SIM.ComponentImport.ComponentImportXDirection XDirection;;Link attribute
ComponentImport;Property;XDirectionReverse;bool XDirectionReverse;;Boolean attribute
ComponentImport;Property;YDirection;App.Automation.SIM.ComponentImport.ComponentImportYDirection YDirection;;Link attribute
ComponentImport;Property;YDirectionReverse;bool YDirectionReverse;;Boolean attribute
ComponentImport;Property;TrajectoryFile;string TrajectoryFile;;File attribute
ComponentImport;Property;TrajectoryFileFullPath;string TrajectoryFileFullPath;;File attribute (absolute full path)
ComponentImport;Property;ImportFile;string ImportFile;;File attribute
ComponentImport;Property;ImportFileFullPath;string ImportFileFullPath;;File attribute (absolute full path)
ComponentImport;Property;LightBoxPreviewType;App.Automation.SIM.ComponentImport.EnumLightBoxPreviewType LightBoxPreviewType;;Enum attribute
ComponentImport;Property;LightBoxPreviewTypeIndex;int LightBoxPreviewTypeIndex;;Enum attribute (as index)
ComponentImport;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
ComponentImport;Property;Name;string Name;Yes;Get or Set the name of the object
ComponentImport;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
ComponentImport;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
ComponentImport;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
ComponentImport.ComponentImportOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
ComponentImport.ComponentImportOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
ComponentImport.ComponentImportOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
ComponentImport.ComponentImportOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
ComponentImport.ComponentImportOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
ComponentImport.ComponentImportXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
ComponentImport.ComponentImportXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
ComponentImport.ComponentImportXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
